PRINCÍPIO ATIVO,CNPJ,LABORATÓRIO,CÓDIGO GGREM
CLORIDRATO DE ISOTIPENDIL,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500507701161415
CLORIDRATO DE ISOXSUPRINA,62.462.015/0001-29,APSEN FARMACEUTICA S/A,501601101111312
CLORIDRATO DE IVABRADINA,33.078.528/0001-32,TORRENT DO BRASIL LTDA,532721070043704
CLORIDRATO DE LERCANIDIPINO,57.507.378/0003-65,EMS S/A,541816060016306
CLORIDRATO DE LEVAMISOL,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514516020032103
CLORIDRATO DE LEVOBUNOLOL,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501000802174314
CLORIDRATO DE LEVOBUPIVACAÍNA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506711802158413
CLORIDRATO DE LEVOMEPROMAZINA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720030060517
CLORIDRATO DE LIDOCAINA,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509521070035017
CLORIDRATO DE LIDOCAINA;CLORETO DE BENZETÔNIO,92.695.691/0001-03,KLEY HERTZ FARMACEUTICA S.A,515100302173427
CLORIDRATO DE LIDOCAINA;CLORIDRATO DE FENILEFRINA,68.567.650/0001-57,SS WHITE ARTIGOS DENTARIOS LTDA,532120070000107
CLORIDRATO DE LIDOCAINA;GLICOSE,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506715010055703
CLORIDRATO DE LIDOCAINA;HEMITARTARATO DE EPINEFRINA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506715401158415
CLORIDRATO DE LIDOCAINA;HEMITARTARATO DE NOREPINEFRINA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506720080084907
CLORIDRATO DE LIDOCAINA;MENTOL CRISTAL;EXTRATO MOLE DE DAVILLA RUGOSA;EXTRATO MOLE DE ATROPA BELADONA;EXTRATO MOLE DE HAMAMELIS VIRGINIANA,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,540917100034717
CLORIDRATO DE LIDOCAINA;PIVALATO DE FLUOCORTOLONA,07.591.326/0001-80,MOKSHA8 BRASIL DISTRIBUIDORA E REPRESENTAÇÃO DE MEDICAMENTOS LTDA.,562621030000917
CLORIDRATO DE LIDOCAINA;POLIDOCANOL,60.397.775/0001-74,TAKEDA PHARMA LTDA.,501102101167411
CLORIDRATO DE LIDOCAINA;SULFATO DE NEOMICINA;SULFATO DE POLIMIXINA B;ACETATO DE FLUDROCORTISONA,61.100.004/0001-36,ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.,533801201177411
CLORIDRATO DE LIDOCAINA;SULFATO DE NEOMICINA;SULFATO DE POLIMIXINA B;FLUOCINOLONA ACETONIDA,33.009.945/0001-23,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,529203901177311
CLORIDRATO DE LINCOMICINA,58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,504414010046018
CLORIDRATO DE LISINA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500515070059807
CLORIDRATO DE LOPERAMIDA,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511503001111412
CLORIDRATO DE LORCASSERINA HEMI-HIDRATADO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508020050130617
CLORIDRATO DE LURASIDONA,60.874.187/0001-84,DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA,530418030014102
CLORIDRATO DE MEBEVERINA,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500214050031608
CLORIDRATO DE MECLIZINA,62.462.015/0001-29,APSEN FARMACEUTICA S/A,501620040024307
CLORIDRATO DE MEFLOQUINA,00.394.452/0001-03,COMANDO DO EXÉRCITO,519702501118414
CLORIDRATO DE MEMANTINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523709501111419
CLORIDRATO DE MEMANTINA;CLORIDRATO DE DONEPEZILA,62.462.015/0001-29,APSEN FARMACEUTICA S/A,501620050026207
CLORIDRATO DE MEMANTINA;CLORIDRATO DE DONEPEZILA MONOIDRATADO,62.462.015/0001-29,APSEN FARMACEUTICA S/A,501621080033606
CLORIDRATO DE MEPIVACAÍNA,33.112.665/0001-46,DFL INDÚSTRIA E COMÉRCIO S/A,507201201150414
CLORIDRATO DE MEPIVACAÍNA;HEMITARTARATO DE NOREPINEFRINA,33.112.665/0001-46,DFL INDÚSTRIA E COMÉRCIO S/A,507200601155415
CLORIDRATO DE METADONA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506709301155411
CLORIDRATO DE METFORMINA,33.069.212/0001-84,MERCK S/A,525404903115411
CLORIDRATO DE METFORMINA;GLIMEPIRIDA,57.507.378/0003-65,EMS S/A,541821090165006
CLORIDRATO DE METFORMINA;SAXAGLIPTINA,60.318.797/0001-00,ASTRAZENECA DO BRASIL LTDA,502317120032917
CLORIDRATO DE METILFENIDATO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508021070140706
CLORIDRATO DE METOCLOPRAMIDA,04.099.395/0001-82,SANTISA LABORATÓRIO FARMACÊUTICO S/A,530700701153411
CLORIDRATO DE METOCLOPRAMIDA MONOIDRATADO,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511219020038317
CLORIDRATO DE METOCLOPRAMIDA;DIMETICONA;PEPSINA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500511401118318
CLORIDRATO DE METOCLOPRAMIDA;PARACETAMOL;MESILATO DE DI-HIDROERGOTAMINA;CAFEÍNA ANIDRA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500501901118417
CLORIDRATO DE MIDAZOLAM,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509521070032617
CLORIDRATO DE MIGALASTATE,21.896.000/0001-91,PINT PHARMA PRODUTOS MEDICO-HOSPITALARES E FARMACEUTICOS LTDA,576121060000417
CLORIDRATO DE MINOCICLINA,73.663.650/0001-90,RANBAXY FARMACÊUTICA LTDA,529903102110113
CLORIDRATO DE MITOXANTRONA,58.635.830/0001-75,FARMARIN INDUSTRIA E COMERCIO LTDA,508618100008617
CLORIDRATO DE MOXIFLOXACINO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508015100108506
CLORIDRATO DE NAFAZOLINA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,500901101178410
CLORIDRATO DE NAFAZOLINA;CLORETO DE BENZALCÔNIO;CLORETO DE SÓDIO,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520729201178419
CLORIDRATO DE NAFAZOLINA;DEXPANTENOL;MALEATO DE MEPIRAMINA,57.507.378/0003-65,EMS S/A,507718102176411
CLORIDRATO DE NAFAZOLINA;FOSFATO DISSÓDICO DE DEXAMETASONA;SULFATO DE NEOMICINA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500509002171418
CLORIDRATO DE NAFAZOLINA;MALEATO DE FENIRAMINA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,500901001173311
CLORIDRATO DE NAFAZOLINA;SULFATO DE ZINCO,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501005701171418
CLORIDRATO DE NAFAZOLINA;SULFATO DE ZINCO HEPTAIDRATADO,92.691.187/0001-35,LABORATÓRIO REGIUS LTDA.,519919040000704
CLORIDRATO DE NALBUFINA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506712101153413
CLORIDRATO DE NALOXONA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506709901152411
CLORIDRATO DE NALTREXONA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506713301113413
CLORIDRATO DE NARATRIPTANA,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510614050051703
CLORIDRATO DE NEBIVOLOL,57.507.378/0003-65,EMS S/A,541820050127107
CLORIDRATO DE NORTRIPTILINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508019806113114
CLORIDRATO DE OLODATEROL,60.831.658/0001-77,BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.,504514100019602
CLORIDRATO DE OLOPATADINA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,500903101175310
CLORIDRATO DE ONDANSETRONA,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509521040029717
CLORIDRATO DE OXIBUPROCAÍNA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506719070079217
CLORIDRATO DE OXIBUTININA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506719120079607
CLORIDRATO DE OXICODONA,55.980.684/0001-27,ZODIAC PRODUTOS FARMACÊUTICOS S/A,534219110019007
CLORIDRATO DE OXICODONA;CLORIDRATO DE NALOXONA,15.127.898/0001-30,MUNDIPHARMA BRASIL PRODUTOS MÉDICOS E FARMACÊUTICOS LTDA,556719050002005
CLORIDRATO DE OXIMETAZOLINA,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525516020019117
CLORIDRATO DE OXITETRACICLINA;SULFATO DE POLIMIXINA B,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522717110063717
CLORIDRATO DE PALONOSETRONA,03.560.974/0001-18,MERCK SHARP & DOHME FARMACEUTICA LTDA.,527304601156312
CLORIDRATO DE PAPAVERINA,17.174.657/0001-78,HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA,511802301158415
CLORIDRATO DE PAROXETINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523701004119416
CLORIDRATO DE PAROXETINA HEMI-HIDRATADO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508019120126107
CLORIDRATO DE PAZOPANIBE,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526517050089517
CLORIDRATO DE PETIDINA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506704401151415
CLORIDRATO DE PILOCARPINA,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501004301171412
CLORIDRATO DE PIOGLITAZONA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523712110026004
CLORIDRATO DE PIRIDOXINA,44.010.437/0001-81,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA,505520010021007
CLORIDRATO DE PIRIDOXINA;ÁCIDO FÓLICO;CIANOCOBALAMINA,60.726.692/0001-81,MARJAN INDÚSTRIA E COMÉRCIO LTDA,524819120007607
CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA,07.670.111/0001-54,ARESE PHARMA LTDA,560817070000517
CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;NITRATO DE TIAMINA,59.476.770/0001-58,PROCTER & GAMBLE DO BRASIL LTDA,528720070004417
CLORIDRATO DE PIRIDOXINA;FOSFATO SÓDICO DE RIBOFLAVINA;PANTOTENATO DE CALCIO;NICOTINAMIDA;CLORIDRATO DE TIAMINA,02.456.955/0001-83,NATULAB LABORATÓRIO S.A,540420110015407
CLORIDRATO DE PIRIDOXINA;NICOTINAMIDA;RIBOFLAVINA;CIANOCOBALAMINA;CLORIDRATO DE TIAMINA,44.010.437/0001-81,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA,505519120020407
CLORIDRATO DE PIRIDOXINA;NICOTINAMIDA;SULFATO CÚPRICO;SULFATO DE ZINCO;CLORIDRATO DE TIAMINA;RIBOFLAVINA;CIANOCOBALAMINA;PANTOTENATO DE CÁLCIO;ÁCIDO ASCÓRBICO;ÁCIDO FÓLICO,44.010.437/0001-81,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA,505520030021107
CLORIDRATO DE PIRIDOXINA;NITRATO DE TIAMINA;PANTOTENATO DE CALCIO;NICOTINAMIDA;RIBOFLAVINA;CIANOCOBALAMINA,57.507.378/0003-65,EMS S/A,541820060131307
CLORIDRATO DE PONATINIBE,21.896.000/0001-91,PINT PHARMA PRODUTOS MEDICO-HOSPITALARES E FARMACEUTICOS LTDA,576120010000107
CLORIDRATO DE PRASUGREL,60.874.187/0001-84,DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA,530412030008503
CLORIDRATO DE PRAZOSINA,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522717120068207
CLORIDRATO DE PRILOCAÍNA;FELIPRESSINA,33.112.665/0001-46,DFL INDÚSTRIA E COMÉRCIO S/A,507200701151411
CLORIDRATO DE PROCAÍNA;TIMOL;MENTOL;CÂNFORA,33.474.289/0001-30,FARMABRAZ BETA ATALAIA FARMACEUTICA LTDA,508220050000107
CLORIDRATO DE PROMETAZINA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506712302159419
CLORIDRATO DE PROMETAZINA;DIPIRONA;CLORIDRATO DE ADIFENINA,17.562.075/0001-69,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,506320030032307
CLORIDRATO DE PROMETAZINA;SULFOGUAIACOL,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720030059717
CLORIDRATO DE PROPAFENONA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523715110033504
CLORIDRATO DE PROPRANOLOL,33.051.491/0001-59,LABORATÓRIOS PIERRE FABRE DO BRASIL LTDA,507017020007305
CLORIDRATO DE PROTAMINA,33.173.097/0002-74,CELLERA FARMACÊUTICA S.A.,541718040017917
CLORIDRATO DE PROXIMETACAÍNA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,500900301173414
CLORIDRATO DE PSEUDOEFEDRINA;CLORIDRATO DE TRIPROLIDINA,33.349.473/0001-58,FARMOQUÍMICA S/A,509000202131316
CLORIDRATO DE RALOXIFENO,57.507.378/0003-65,EMS S/A,541819040106606
CLORIDRATO DE RANITIDINA,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509521070033417
CLORIDRATO DE REMIFENTANILA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508021070140606
CLORIDRATO DE ROPIVACAÍNA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508022605158110
CLORIDRATO DE ROPIVACAÍNA MONOIDRATADO,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506721050092203
CLORIDRATO DE SELEGILINA,61.363.032/0001-46,CHIESI FARMACÊUTICA LTDA,508502101110413
CLORIDRATO DE SERTRALINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508003505119117
CLORIDRATO DE SEVELÂMER,57.507.378/0003-65,EMS S/A,541819010102206
CLORIDRATO DE SIBUTRAMINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508023902113111
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508027302110414
CLORIDRATO DE SOTALOL,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511510301115416
CLORIDRATO DE TANSULOSINA,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510612050047805
CLORIDRATO DE TAPENTADOL,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514516010030802
CLORIDRATO DE TEPOTINIBE MONOIDRATADO,33.069.212/0001-84,MERCK S/A,525421090053002
CLORIDRATO DE TERBINAFINA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526508007114319
CLORIDRATO DE TETRACAÍNA;CLORFENESINA;VALERATO DE BETAMETASONA,33.349.473/0001-58,FARMOQUÍMICA S/A,509002902171414
CLORIDRATO DE TETRACAÍNA;CLORIDRATO DE FENILEFRINA,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501000501174315
CLORIDRATO DE TETRACAÍNA;ISETIONATO DE HEXAMIDINA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552919120096817
CLORIDRATO DE TETRACICLINA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520719202112414
CLORIDRATO DE TETRACICLINA;ANFOTERICINA B,58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,504417040062104
CLORIDRATO DE TIAMINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508028602118419
CLORIDRATO DE TIAMINA;CARISOPRODOL;CLORIDRATO DE PIRIDOXINA;DIPIRONA;CIANOCOBALAMINA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500515050059603
CLORIDRATO DE TIAMINA;CARISOPRODOL;DIPIRONA MONOIDRATADA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500505201110416
CLORIDRATO DE TIAMINA;CLORIDRATO DE LIDOCAINA;FOSFATO DISSÓDICO DE BETAMETASONA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533021060073303
CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA,33.069.212/0001-84,MERCK S/A,525402202111411
CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;FOSFATO DE DEXAMETASONA,07.670.111/0001-54,ARESE PHARMA LTDA,560818020001918
CLORIDRATO DE TIAMINA;CLORIDRATO DE PROCAÍNA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;FOSFATO DE DEXAMETASONA,07.670.111/0001-54,ARESE PHARMA LTDA,560818020001718
CLORIDRATO DE TIAMINA;PANTOTENATO DE CÁLCIO;ÁCIDO GAMAMINOBUTÍRICO;CLORIDRATO DE PIRIDOXINA;CLORIDRATO DE LISINA,05.254.971/0001-81,ZYDUS NIKKHO FARMACÊUTICA LTDA,536214100006003
CLORIDRATO DE TICLOPIDINA,57.507.378/0003-65,EMS S/A,507737701111119
CLORIDRATO DE TIORIDAZINA,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533019003119415
CLORIDRATO DE TIROFIBAN MONOIDRATADO,05.439.635/0001-03,ANTIBIÓTICOS DO BRASIL LTDA,501319110027907
CLORIDRATO DE TIZANIDINA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526514103111311
CLORIDRATO DE TOPOTECANA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526517080090317
CLORIDRATO DE TRAMADOL,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523704802113411
CLORIDRATO DE TRAMADOL;DICLOFENACO SÓDICO,10.555.143/0001-13,GRÜNENTHAL DO BRASIL FARMACÊUTICA LTDA.,542820100007307
CLORIDRATO DE TRAMADOL;PARACETAMOL,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508020080134207
CLORIDRATO DE TRAZODONA,62.462.015/0001-29,APSEN FARMACEUTICA S/A,501600601110317
CLORIDRATO DE TRIEXIFENIDIL,62.462.015/0001-29,APSEN FARMACEUTICA S/A,501604901119312
CLORIDRATO DE VALACICLOVIR,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510608402116311
CLORIDRATO DE VALGANCICLOVIR,03.978.166/0001-75,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,507520080013307
CLORIDRATO DE VANCOMICINA,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509521070032917
CLORIDRATO DE VARDENAFILA,18.459.628/0001-15,BAYER S.A.,538912050014413
CLORIDRATO DE VENLAFAXINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508021908114413
CLORIDRATO DE VERAPAMIL,57.507.378/0003-65,EMS S/A,507728201118115
CLORIDRATO DE VILAZODONA,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501018040012702
CLORIDRATO DE XILOMETAZOLINA,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510617110058317
CLORIDRATO DE ZIPRASIDONA,46.070.868/0036-99,LABORATÓRIOS PFIZER LTDA,552820050066817
CLORIDRATO DE ZIPRASIDONA MONOIDRATADO,57.507.378/0003-65,EMS S/A,541814110009006
CLORPROPAMIDA,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522717100058717
CLORTALIDONA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526507302112315
CLORTALIDONA;AZILSARTANA MEDOXOMILA POTÁSSICA,60.397.775/0001-74,TAKEDA PHARMA LTDA.,501114120023305
CLOTRIMAZOL,57.507.378/0003-65,EMS S/A,507708501167117
CLOTRIMAZOL;ACETATO DE DEXAMETASONA,45.992.062/0001-65,GERMED FARMACEUTICA LTDA,526124401169115
CLOXAZOLAM,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508013301117113
CLOZAPINA,10.877.926/0001-13,LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S/A - LAFEPE,517019040009506
COALTAR,63.064.653/0001-54,LABORATÓRIOS STIEFEL LTDA,522613100007403
COLAGENASE,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506707805164416
COLCHICINA,62.462.015/0001-29,APSEN FARMACEUTICA S/A,501616090017503
COLECALCIFEROL,46.179.008/0001-68,BRASTERAPICA INDUSTRIA FARMACEUTICA EIRELI,504920010011007
COLESTIRAMINA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505105101136318
COMPLEXO PROTROMBÍNICO PARCIALMENTE ATIVADO,60.397.775/0001-74,TAKEDA PHARMA LTDA.,501121010036917
CONDROITINA SULFATO DE SÓDIO;SULFATO DE GLICOSAMINA,55.980.684/0001-27,ZODIAC PRODUTOS FARMACÊUTICOS S/A,534220040021507
CORDIA VERBENACEA DC.,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552920050124807
CORYNEBACTERIUM PARVUM,28.614.626/0001-07,LABORATÓRIO DE EXTRATOS ALERGÊNICOS LTDA,516500701359411
CRATAEGUS RHIPIDOPHYLLA GAND.;PASSIFLORA INCARNATA L.;SALIX ALBA L.,05.044.984/0001-26,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,538820060078407
CRATAEGUS RHIPIDOPHYLLA GAND.;PASSIFLORA INCARNATA;SALIX ALBA L.,60.726.692/0001-81,MARJAN INDÚSTRIA E COMÉRCIO LTDA,524820010008807
CRIZANLIZUMABE,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526520070096307
CRIZOTINIBE,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522720030084317
CROMOGLICATO DE SODIO,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501001802178318
CURCUMA LONGA L.,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552919120090007
CYNARA SCOLYMUS L.,84.684.620/0001-87,LABORATORIO CATARINENSE LTDA,516120060004107
DABIGATRANA,60.831.658/0001-77,BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.,504505101119316
DACARBAZINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523707402159417
DALTEPARINA SÓDICA,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522717100058918
DANAZOL,02.685.377/0001-57,SANOFI-AVENTIS FARMACÊUTICA LTDA,502819002117313
DANTROLENO SÓDICO,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506703501152415
DAPAGLIFLOZINA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505113120021102
DAPAGLIFLOZINA;CLORIDRATO DE METFORMINA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505116010022505
DAPAGLIFLOZINA;SAXAGLIPTINA,60.318.797/0001-00,ASTRAZENECA DO BRASIL LTDA,502320030033907
DAPAGLIFLOZINA;SAXAGLIPTINA MONOIDRATADA,60.318.797/0001-00,ASTRAZENECA DO BRASIL LTDA,502320030033807
DAPSONA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510001702113310
DAPTOMICINA,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525517100020117
DARATUMUMABE,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514517040033102
DAROLUTAMIDA,18.459.628/0001-15,BAYER S.A.,538920050030507
DARUNAVIR,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514506702113315
DASATINIBE,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505107801119218
DASATINIBE MONOIDRATADO,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505112050017802
DECANOATO DE HALOPERIDOL,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506712120049703
DECANOATO DE NANDROLONA,02.433.631/0001-20,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA,505618090044117
DECANOATO DE TESTOSTERONA;FEMPROPIONATO DE TESTOSTERONA;ISOCAPROATO DE TESTOSTERONA;PROPIONATO DE TESTOSTERONA,02.433.631/0001-20,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA,505618100044317
DECITABINA,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514507501170311
DEFERASIROX,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526526801110217
DEFERIPRONA,61.363.032/0001-46,CHIESI FARMACÊUTICA LTDA,508501401110313
DEFIBROTIDA,55.980.684/0001-27,ZODIAC PRODUTOS FARMACÊUTICOS S/A,534220030020807
DEFLAZACORTE,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523701101114415
DELTAFOLITROPINA,03.560.974/0001-18,MERCK SHARP & DOHME FARMACEUTICA LTDA.,527303107158417
DELTAMETRINA,18.324.343/0001-77,BELFAR LTDA,503402203174417
DENOSUMABE,18.774.815/0001-93,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,544116090003517
DERISOMALTOSE FÉRRICA,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522720090089907
DESFLURANO,49.351.786/0002-61,BAXTER HOSPITALAR LTDA,503205101123319
DESLANOSÍDEO,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533019101153413
